,model,oxide_main_minion,conjure,oxide_main_sat,oxide_main_sat_direct,oxide_main_sat_order,oxide_main_treemorph
1409,models/parse_print/autogen-bilals-fixed/32ba15f900d2899e277de2884b82db33/32ba15f900d2899e277de2884b82db33.eprime.essence,0.07842390204314142,0.7755846600048244,-1.0,,,
1410,models/parse_print/autogen-bilals-fixed/32f8563c6daa93f905b86ab15f412aa7/32f8563c6daa93f905b86ab15f412aa7.eprime.essence,-1.0,-1.0,-1.0,,,
1411,models/parse_print/autogen-bilals-fixed/34552e2be8dd2ea63930ffe4b5a015aa/34552e2be8dd2ea63930ffe4b5a015aa.eprime.essence,0.11206634005066007,-1.0,-1.0,,,
1412,models/parse_print/autogen-bilals-fixed/31f683d305b86f1023d4853cf84d6901/31f683d305b86f1023d4853cf84d6901.eprime.essence,-1.0,0.8914002369856462,-1.0,,,
1413,models/parse_print/autogen-bilals-fixed/331484cef605f21f09c5f0303aa4b8a7/331484cef605f21f09c5f0303aa4b8a7.eprime.essence,0.07923896797001362,0.7776200440712273,-1.0,,,
1414,models/parse_print/autogen-bilals-fixed/33b13b1c09e9caeee8805e2238560dcd/33b13b1c09e9caeee8805e2238560dcd.essence,-1.0,0.7830817670328543,-1.0,,,
1415,models/parse_print/autogen-bilals-fixed/2bf8e4253a94be54961863e701c8ffcb/2bf8e4253a94be54961863e701c8ffcb.essence,-1.0,0.8211826499318704,-1.0,,,
1416,models/parse_print/autogen-bilals-fixed/34efe399d190ea2b129f8a3c0e7a0e52/34efe399d190ea2b129f8a3c0e7a0e52.eprime.essence,0.222900619963184,-1.0,-1.0,,,
1417,models/parse_print/autogen-bilals-fixed/345e8c1f7d7fbae43f48e4dd720d30e4/345e8c1f7d7fbae43f48e4dd720d30e4.essence,-1.0,0.7518545020138845,-1.0,,,
1418,models/parse_print/autogen-bilals-fixed/35a9b9aabd733bd1da92dcfbbafbb0e0/35a9b9aabd733bd1da92dcfbbafbb0e0.eprime.essence,-1.0,-1.0,-1.0,,,
1419,models/parse_print/autogen-bilals-fixed/20320e49c559f105460436e6d7d8a1a7/20320e49c559f105460436e6d7d8a1a7.essence,-1.0,1.0059227240271866,-1.0,,,
1420,models/parse_print/autogen-bilals-fixed/34a62bd32f9408027fd6b08b1f3b3c33/34a62bd32f9408027fd6b08b1f3b3c33.eprime-solution.essence,-1.0,0.7418905659578741,-1.0,,,
1421,models/parse_print/autogen-bilals-fixed/34ba91b9fc9c3567839da59111a3300a/34ba91b9fc9c3567839da59111a3300a.essence,-1.0,0.7509874399984255,-1.0,,,
1422,models/parse_print/autogen-bilals-fixed/35aec2a8434e0ae0a0041beca9f1d91e/35aec2a8434e0ae0a0041beca9f1d91e.eprime.essence,,-1.0,,,,
1423,models/parse_print/autogen-bilals-fixed/34c6e2d47930e12182aef2c13629be9c/34c6e2d47930e12182aef2c13629be9c.eprime-param.essence,0.06355310906656086,0.7713920910609886,0.052789959008805454,,,
1424,models/parse_print/autogen-bilals-fixed/35bd3096c398059a5f4e2e9de6159866/35bd3096c398059a5f4e2e9de6159866.eprime.essence,0.35634051205124706,-1.0,-1.0,,,
1425,models/parse_print/autogen-bilals-fixed/360166fcf3210cf2cc730698c7561f1a/360166fcf3210cf2cc730698c7561f1a.eprime.essence,-1.0,-1.0,-1.0,,,
1426,models/parse_print/autogen-bilals-fixed/35c3fe42a5badc499fcbc769a6de8539/35c3fe42a5badc499fcbc769a6de8539.eprime-param.essence,0.07996976503636688,0.7529454509494826,-1.0,,,
1427,models/parse_print/autogen-bilals-fixed/2ed6c1a74ab623d07ac433d04ecc445b/2ed6c1a74ab623d07ac433d04ecc445b.essence,-1.0,0.7195564409485087,-1.0,,,
1428,models/parse_print/autogen-bilals-fixed/353657731bc5ab2f967052fd60274d90/353657731bc5ab2f967052fd60274d90.essence,-1.0,0.7379280269378796,-1.0,,,
1429,models/parse_print/autogen-bilals-fixed/35f9786ccf16b43d20308a9a4807a45c/35f9786ccf16b43d20308a9a4807a45c.eprime.essence,0.0804178329417482,0.7474128149915487,-1.0,,,
1430,models/parse_print/autogen-bilals-fixed/35f715228097d8ae8a9aed126b91f95f/35f715228097d8ae8a9aed126b91f95f.param.essence,-1.0,0.7359530050307512,-1.0,,,
1431,models/parse_print/autogen-bilals-fixed/3620a44b9d1882d1b8d68ebb7c2e267b/3620a44b9d1882d1b8d68ebb7c2e267b.eprime.essence,0.18529036594554782,-1.0,-1.0,,,
1432,models/parse_print/autogen-bilals-fixed/35fe1e08f59ed5b8086e4677c7d196af/35fe1e08f59ed5b8086e4677c7d196af.eprime-solution.essence,-1.0,0.7375553760211915,-1.0,,,
1433,models/parse_print/autogen-bilals-fixed/362d7066f8d61d2894dbeb701e6c0a79/362d7066f8d61d2894dbeb701e6c0a79.eprime.essence,0.08597470598760992,0.7396444169571623,-1.0,,,
1434,models/parse_print/autogen-bilals-fixed/363b608789b363a35fa18f1321551fc1/363b608789b363a35fa18f1321551fc1.eprime-solution.essence,-1.0,0.7538514940533787,-1.0,,,
1435,models/parse_print/autogen-bilals-fixed/3891079bd93693be99228d609690482f/3891079bd93693be99228d609690482f.essence,-1.0,-1.0,-1.0,,,
1436,models/parse_print/autogen-bilals-fixed/36adf65748e3aabfd49290654b8b9ec2/36adf65748e3aabfd49290654b8b9ec2.eprime.essence,-1.0,-1.0,-1.0,,,
1437,models/parse_print/autogen-bilals-fixed/3661b2ed8d197feac2c9199dccc20ccf/3661b2ed8d197feac2c9199dccc20ccf.solution.essence,0.06993519805837423,0.7368704080581665,-1.0,,,
1438,models/parse_print/autogen-bilals-fixed/37b6d848c391d03c123e6e8c55e6b822/37b6d848c391d03c123e6e8c55e6b822.eprime.essence,-1.0,-1.0,-1.0,,,
1439,models/parse_print/autogen-bilals-fixed/31626cff6d7b6ac63912726cdcd2e942/31626cff6d7b6ac63912726cdcd2e942.essence,-1.0,0.7922958709532395,-1.0,,,
1440,models/parse_print/autogen-bilals-fixed/38d76c6cc0890964b8e6839987b595de/38d76c6cc0890964b8e6839987b595de.eprime.essence,-1.0,-1.0,-1.0,,,
1441,models/parse_print/autogen-bilals-fixed/2885de1be0c03479fc478aa6b6530488/2885de1be0c03479fc478aa6b6530488.essence,-1.0,0.8803240120178089,-1.0,,,
1442,models/parse_print/autogen-bilals-fixed/3844dbb1b6850a1f2659adb2d65a9887/3844dbb1b6850a1f2659adb2d65a9887.eprime-solution.essence,-1.0,0.7675574929453433,-1.0,,,
1443,models/parse_print/autogen-bilals-fixed/3897df283e1b6b72cd399738fe807325/3897df283e1b6b72cd399738fe807325.eprime.essence,0.08929515397176147,0.7755436330335215,-1.0,,,
1444,models/parse_print/autogen-bilals-fixed/39936b90fd0cf508557865456d964b8b/39936b90fd0cf508557865456d964b8b.eprime.essence,-1.0,-1.0,-1.0,,,
1445,models/parse_print/autogen-bilals-fixed/38d6f8fb97319ab03c05b9e98291e58c/38d6f8fb97319ab03c05b9e98291e58c.eprime-solution.essence,-1.0,0.7437635150272399,-1.0,,,
1446,models/parse_print/autogen-bilals-fixed/38e8f152255ddac04761d9c123c19756/38e8f152255ddac04761d9c123c19756.solution.essence,0.06047859997488558,0.7483576129889116,0.045480864006094635,,,
1447,models/parse_print/autogen-bilals-fixed/397465fb16d2fc9e85dcbbfc2508037c/397465fb16d2fc9e85dcbbfc2508037c.solution.essence,0.06860333797521889,0.7703737830743194,-1.0,,,
1448,models/parse_print/autogen-bilals-fixed/395f72e8642ea81704866e6c9ed64dd5/395f72e8642ea81704866e6c9ed64dd5.eprime-param.essence,0.08074064808897674,0.7437085469719023,-1.0,,,
1449,models/parse_print/autogen-bilals-fixed/3afc39ce199d39888004db7e3f6f55e6/3afc39ce199d39888004db7e3f6f55e6.eprime.essence,-1.0,-1.0,-1.0,,,
1450,models/parse_print/autogen-bilals-fixed/39a705752a0c5e219408facaeb5079d9/39a705752a0c5e219408facaeb5079d9.eprime.essence,,-1.0,,,,
1451,models/parse_print/autogen-bilals-fixed/3b6775a4761d96a1d2c44a9934563cee/3b6775a4761d96a1d2c44a9934563cee.eprime.essence,0.1845808579819277,-1.0,-1.0,,,
1452,models/parse_print/autogen-bilals-fixed/3bb0d8267dc5acd19cceb43e17c91b79/3bb0d8267dc5acd19cceb43e17c91b79.essence,-1.0,-1.0,-1.0,,,
1453,models/parse_print/autogen-bilals-fixed/3b5e1803eab57ae500a891f3bfadce58/3b5e1803eab57ae500a891f3bfadce58.eprime.essence,-1.0,-1.0,,,,
1454,models/parse_print/autogen-bilals-fixed/3904efc3f4f108940913260dbf388ed1/3904efc3f4f108940913260dbf388ed1.essence,-1.0,0.8314591840608045,-1.0,,,
1455,models/parse_print/autogen-bilals-fixed/37465a47958e062b2b7afd0001a0e9a1/37465a47958e062b2b7afd0001a0e9a1.essence,-1.0,0.8064884060295299,-1.0,,,
1456,models/parse_print/autogen-bilals-fixed/1cf3a95fce83f1c149da1709b032664f/1cf3a95fce83f1c149da1709b032664f.essence,-1.0,1.0022878550225869,-1.0,,,
1457,models/parse_print/autogen-bilals-fixed/39cf126d4994f21cb4a1cb613458de1f/39cf126d4994f21cb4a1cb613458de1f.essence,-1.0,0.7814987259916961,-1.0,,,
1458,models/parse_print/autogen-bilals-fixed/3c8ca696589fa5c50ce0679acfd8e97f/3c8ca696589fa5c50ce0679acfd8e97f.essence,-1.0,-1.0,-1.0,,,
1459,models/parse_print/autogen-bilals-fixed/3b3c5921839ebaedc01d5140662b9f8d/3b3c5921839ebaedc01d5140662b9f8d.eprime-param.essence,0.07791023002937436,0.7075363190378994,-1.0,,,
1460,models/parse_print/autogen-bilals-fixed/39e356310d9f6de4a1e96c3f82063bd4/39e356310d9f6de4a1e96c3f82063bd4.essence,-1.0,-1.0,-1.0,,,
1461,models/parse_print/autogen-bilals-fixed/3ce3ca1e14adb90d865016fe581a6fa8/3ce3ca1e14adb90d865016fe581a6fa8.eprime.essence,-1.0,-1.0,-1.0,,,
1462,models/parse_print/autogen-bilals-fixed/3c226880c8b7557df44d9031c788ff5c/3c226880c8b7557df44d9031c788ff5c.eprime-solution.essence,-1.0,0.764795747003518,-1.0,,,
1463,models/parse_print/autogen-bilals-fixed/3d535f0ac7272986482b759dae43c292/3d535f0ac7272986482b759dae43c292.eprime.essence,0.16267599200364202,-1.0,-1.0,,,
1464,models/parse_print/autogen-bilals-fixed/3c9559b98b49ae4783c2ca23c6780149/3c9559b98b49ae4783c2ca23c6780149.eprime-param.essence,0.09481764200609177,0.7554452689364552,-1.0,,,
1465,models/parse_print/autogen-bilals-fixed/3c8c349d4ef7de43a374d30e7a1f9b71/3c8c349d4ef7de43a374d30e7a1f9b71.eprime-solution.essence,0.09538193000480533,0.7412978219799697,-1.0,,,
1466,models/parse_print/autogen-bilals-fixed/3e713ec9592f369b613a3f3acaff0329/3e713ec9592f369b613a3f3acaff0329.essence,-1.0,-1.0,-1.0,,,
1467,models/parse_print/autogen-bilals-fixed/3cbe0039a34abb5da3530357feb79c1d/3cbe0039a34abb5da3530357feb79c1d.essence,-1.0,0.7703275290550664,-1.0,,,
1468,models/custom/issues/481/barman.essence,-1.0,-1.0,-1.0,,,
1469,models/parse_print/autogen-bilals-fixed/3c2e9d276b9b049dd831530f48da9a2c/3c2e9d276b9b049dd831530f48da9a2c.eprime.essence,-1.0,0.8326115100644529,-1.0,,,
1470,models/parse_print/autogen-bilals-fixed/3ccc464fd5fa06fd1d7c047ba437a92c/3ccc464fd5fa06fd1d7c047ba437a92c.solution.essence,0.0644354309188202,0.7225170240271837,-1.0,,,
1471,models/parse_print/autogen-bilals-fixed/3d3417b2f5188bb06d8802ca2dbab9bb/3d3417b2f5188bb06d8802ca2dbab9bb.param.essence,-1.0,0.7630198539700359,-1.0,,,
1472,models/parse_print/autogen-bilals-fixed/3ced36091929fe0596bba739e95077aa/3ced36091929fe0596bba739e95077aa.eprime.essence,-1.0,0.7880220069782808,-1.0,,,
1473,models/parse_print/autogen-bilals-fixed/3cb1bc8910cd0ae751a62eb282647541/3cb1bc8910cd0ae751a62eb282647541.essence,-1.0,0.7991776389535517,-1.0,,,
1474,models/parse_print/autogen-bilals-fixed/3ec03da1ddc427cf36261757e735114e/3ec03da1ddc427cf36261757e735114e.eprime.essence,-1.0,-1.0,-1.0,,,
1475,models/parse_print/autogen-bilals-fixed/3dc53410c6bdd9d368e9342d92f683d9/3dc53410c6bdd9d368e9342d92f683d9.essence,-1.0,0.7617678910028189,-1.0,,,
1476,models/parse_print/autogen-bilals-fixed/3e88c59ec65a416f21f9fe3d5374b360/3e88c59ec65a416f21f9fe3d5374b360.solution.essence,0.06307131610810757,0.7309593970421702,-1.0,,,
1477,models/parse_print/autogen-bilals-fixed/3e8d8447ffcd9d0c6b448dab890c71d5/3e8d8447ffcd9d0c6b448dab890c71d5.param.essence,-1.0,0.7438628600211814,-1.0,,,
1478,models/parse_print/autogen-bilals-fixed/400c154b98432fd6d40a20b60e33a820/400c154b98432fd6d40a20b60e33a820.essence,0.07831308001186699,-1.0,-1.0,,,
1479,models/parse_print/autogen-bilals-fixed/3f487c8189ea7cd34b26c9482423c22f/3f487c8189ea7cd34b26c9482423c22f.eprime.essence,-1.0,-1.0,-1.0,,,
1480,models/parse_print/autogen-bilals-fixed/3e000aaf4ff46e620886654cb453b7ae/3e000aaf4ff46e620886654cb453b7ae.essence,-1.0,-1.0,-1.0,,,
1481,models/parse_print/autogen-bilals-fixed/3ed90481a522d19bb9667ea6ef908196/3ed90481a522d19bb9667ea6ef908196.eprime.essence,0.0785079279448837,0.8270332110114396,-1.0,,,
1482,models/parse_print/autogen-bilals-fixed/3e5896b5c4650dcc57c87c2d473b6bbb/3e5896b5c4650dcc57c87c2d473b6bbb.eprime.essence,0.28690873296000063,0.8640477469889447,-1.0,,,
1483,models/parse_print/autogen-bilals-fixed/3ebedad4456cf9db17a8b7870815735e/3ebedad4456cf9db17a8b7870815735e.essence,-1.0,0.7792341819731519,-1.0,,,
1484,models/parse_print/autogen-bilals-fixed/3f3f809a0502b5a643d88e7059acb08e/3f3f809a0502b5a643d88e7059acb08e.eprime-solution.essence,-1.0,0.7627059490187094,-1.0,,,
1485,models/parse_print/autogen-bilals-fixed/33ba178ba6a9c91283f2a1ebff4de2d9/33ba178ba6a9c91283f2a1ebff4de2d9.essence,-1.0,1.030104401987046,-1.0,,,
1486,models/parse_print/autogen-bilals-fixed/374c1f815c417d97011dfa8c5cfa42f9/374c1f815c417d97011dfa8c5cfa42f9.essence,-1.0,0.837967602070421,-1.0,,,
1487,models/parse_print/autogen-bilals-fixed/3ff2fa2c4687912a41ba397eadbb6e6e/3ff2fa2c4687912a41ba397eadbb6e6e.eprime.essence,0.08447998494375497,0.7874582539079711,-1.0,,,
1488,models/parse_print/autogen-bilals-fixed/406db1c9f1d0b024a8ba6de04ada1fa2/406db1c9f1d0b024a8ba6de04ada1fa2.eprime.essence,-1.0,-1.0,,,,
1489,models/parse_print/autogen-bilals-fixed/401bc79800219f35bb8383806585ae12/401bc79800219f35bb8383806585ae12.essence,-1.0,0.7100928259314969,-1.0,,,
1490,models/parse_print/autogen-bilals-fixed/4280cfb278486b51961b41fb8309b68d/4280cfb278486b51961b41fb8309b68d.eprime.essence,-1.0,-1.0,-1.0,,,
1491,models/parse_print/autogen-bilals-fixed/402d679b6bfcd0370633ca1d17ad1f94/402d679b6bfcd0370633ca1d17ad1f94.eprime.essence,-1.0,0.7724101110361516,-1.0,,,
1492,models/parse_print/autogen-bilals-fixed/42c5a23fafc955d441461af4184f86f2/42c5a23fafc955d441461af4184f86f2.eprime.essence,-1.0,-1.0,-1.0,,,
1493,models/parse_print/autogen-bilals-fixed/40ce6cdb722c1098a95e3150cf28137a/40ce6cdb722c1098a95e3150cf28137a.eprime.essence,,-1.0,,,,
1494,models/parse_print/autogen-bilals-fixed/40df86985a668247ccc7d4d4ca3f4f6c/40df86985a668247ccc7d4d4ca3f4f6c.eprime.essence,0.07733244507107884,0.7667129749897867,0.05930504796560854,,,
1495,models/parse_print/autogen-bilals-fixed/439f472f0064355bae4b1cc168a4fad9/439f472f0064355bae4b1cc168a4fad9.essence,0.07962691597640514,-1.0,-1.0,,,
1496,models/parse_print/autogen-bilals-fixed/40c777188c96f06f23b379634df5be19/40c777188c96f06f23b379634df5be19.essence,-1.0,0.7984100109897554,-1.0,,,
1497,models/parse_print/autogen-bilals-fixed/3cc911ee89eb40d0d5e49b63286e8f7f/3cc911ee89eb40d0d5e49b63286e8f7f.eprime.essence,87.83067212894093,0.9720258989837021,,,,
1498,models/parse_print/autogen-bilals-fixed/434c784a35b841f5f825ff3ec5fbff68/434c784a35b841f5f825ff3ec5fbff68.eprime.essence,,-1.0,,,,
1499,models/parse_print/autogen-bilals-fixed/42277f8d532c4833bbdd3ec4b99809ef/42277f8d532c4833bbdd3ec4b99809ef.essence,-1.0,0.7756876600906253,-1.0,,,
1500,models/parse_print/autogen-bilals-fixed/3edef0a7a6a503ffe358debbd0b1d4c9/3edef0a7a6a503ffe358debbd0b1d4c9.essence,-1.0,0.8476712320698425,-1.0,,,
1501,models/parse_print/autogen-bilals-fixed/42f8b49ddcf29717d4fbf4161c5438d1/42f8b49ddcf29717d4fbf4161c5438d1.eprime-solution.essence,0.07198152306955308,0.796770769986324,0.06008133292198181,,,
1502,models/parse_print/autogen-bilals-fixed/42f3b14e92ea11714f134e31ec39664c/42f3b14e92ea11714f134e31ec39664c.essence,-1.0,0.7988367449725047,-1.0,,,
1503,models/parse_print/autogen-bilals-fixed/437b8f966aef896f8c9f11690aa1c1a7/437b8f966aef896f8c9f11690aa1c1a7.param.essence,0.07623851799871773,0.7722287368960679,-1.0,,,
1504,models/parse_print/autogen-bilals-fixed/401d7215ed575a743ec2b4542af4e08d/401d7215ed575a743ec2b4542af4e08d.essence,-1.0,0.9466646009823307,-1.0,,,
1505,models/parse_print/autogen-bilals-fixed/444f84074522a17b89cf4e24e859558a/444f84074522a17b89cf4e24e859558a.eprime.essence,,-1.0,,,,
1506,models/parse_print/autogen-bilals-fixed/4413940d37bfd7e78e7ee7017ab3b954/4413940d37bfd7e78e7ee7017ab3b954.eprime.essence,0.08354218408931047,0.8114856949541718,-1.0,,,
1507,models/parse_print/autogen-bilals-fixed/445128f3edb059f50edbb2b0be22c084/445128f3edb059f50edbb2b0be22c084.param.essence,0.06718239502515644,0.7630640249699354,-1.0,,,
1508,models/parse_print/autogen-bilals-fixed/44dd846c20ee4eb39d7cc4a19408a0ae/44dd846c20ee4eb39d7cc4a19408a0ae.eprime.essence,-1.0,-1.0,-1.0,,,
1509,models/parse_print/autogen-bilals-fixed/4479e3c0d499cca941766ab5b8a254a7/4479e3c0d499cca941766ab5b8a254a7.solution.essence,0.07065651100128889,0.7597383650718257,0.06256233702879399,,,
1510,models/parse_print/autogen-bilals-fixed/461bdf3c29b2f09b541034b080952550/461bdf3c29b2f09b541034b080952550.eprime.essence,-1.0,-1.0,-1.0,,,
1511,models/parse_print/autogen-bilals-fixed/450c78ccf2a2a0f76ab7c88d108a8547/450c78ccf2a2a0f76ab7c88d108a8547.eprime-param.essence,0.07996449992060661,0.759251032024622,-1.0,,,
1512,models/parse_print/autogen-bilals-fixed/453d7019c56c6e4fd720fcc8f83142de/453d7019c56c6e4fd720fcc8f83142de.eprime.essence,0.07383219804614782,0.7732468519825488,-1.0,,,
1513,models/parse_print/autogen-bilals-fixed/33b374caf91a36a3c3213f6735ffeb85/33b374caf91a36a3c3213f6735ffeb85.essence,-1.0,0.7688840470509604,-1.0,,,
1514,models/parse_print/autogen-bilals-fixed/419d808eaf5ba4da3a7cb3ed4cd717e8/419d808eaf5ba4da3a7cb3ed4cd717e8.essence,-1.0,0.7942643379792571,-1.0,,,
1515,models/parse_print/autogen-bilals-fixed/4448f802c81ddef89ede84d1923faf38/4448f802c81ddef89ede84d1923faf38.eprime.essence,-1.0,0.8539884369820356,-1.0,,,
1516,models/parse_print/autogen-bilals-fixed/45ab0a8a38b8a16d1afe4a4b4bffef04/45ab0a8a38b8a16d1afe4a4b4bffef04.eprime-param.essence,0.08304244698956609,0.7884626939194277,-1.0,,,
1517,models/parse_print/autogen-bilals-fixed/463c263b7ca3948dadc72aac12f03675/463c263b7ca3948dadc72aac12f03675.essence,-1.0,0.7797920069424435,-1.0,,,
1518,models/parse_print/autogen-bilals-fixed/46479321fee8a3387f42558b39b364cc/46479321fee8a3387f42558b39b364cc.eprime.essence,0.06580364401452243,0.8122859389986843,0.0622006329940632,,,
1519,models/parse_print/autogen-bilals-fixed/490436b325ecf3283f80d59f69c60dc6/490436b325ecf3283f80d59f69c60dc6.eprime.essence,0.09498768800403923,-1.0,-1.0,,,
1520,models/parse_print/autogen-bilals-fixed/4797634599665df7e1204de1282c4e2e/4797634599665df7e1204de1282c4e2e.eprime-solution.essence,-1.0,0.7860156509559602,-1.0,,,
1521,models/parse_print/autogen-bilals-fixed/4611a3e5fa92325652ce5b14da03d0af/4611a3e5fa92325652ce5b14da03d0af.essence,-1.0,0.7550323950126767,-1.0,,,
1522,models/parse_print/autogen-bilals-fixed/48faac38ade4e0680ba7f0e26fc7d315/48faac38ade4e0680ba7f0e26fc7d315.eprime.essence,,-1.0,,,,
1523,models/parse_print/autogen-bilals-fixed/46590714def95df207999f7e2c6daee7/46590714def95df207999f7e2c6daee7.eprime.essence,-1.0,0.8287355540087447,-1.0,,,
1524,models/parse_print/autogen-bilals-fixed/4849ece40e3375108283d1ad3cfecc90/4849ece40e3375108283d1ad3cfecc90.eprime-solution.essence,-1.0,0.7736929300008342,-1.0,,,
1525,models/parse_print/autogen-bilals-fixed/499e079eb49364e5f37956fbd5635887/499e079eb49364e5f37956fbd5635887.eprime.essence,-1.0,-1.0,-1.0,,,
1526,models/parse_print/autogen-bilals-fixed/49c4bb2084ae145c951d6e363a90ea9f/49c4bb2084ae145c951d6e363a90ea9f.eprime.essence,,-1.0,,,,
1527,models/parse_print/autogen-bilals-fixed/49049fb9a0e241dbf48a77f5ec9f7259/49049fb9a0e241dbf48a77f5ec9f7259.eprime-solution.essence,0.06774719001259655,0.8118020039983094,-1.0,,,
1528,models/parse_print/autogen-bilals-fixed/4be21fd12a8819847cbd51dea1e370a3/4be21fd12a8819847cbd51dea1e370a3.eprime.essence,-1.0,-1.0,-1.0,,,
1529,models/parse_print/autogen-bilals-fixed/4aac419ab95021d586ca0c4be3595a8a/4aac419ab95021d586ca0c4be3595a8a.eprime-solution.essence,-1.0,0.7868934260914102,-1.0,,,
1530,models/parse_print/autogen-bilals-fixed/4a598ea5ec7744cc20c3a53601371daf/4a598ea5ec7744cc20c3a53601371daf.eprime.essence,-1.0,-1.0,-1.0,,,
1531,models/parse_print/autogen-bilals-fixed/4b3868c917f7a169d375b457cbe72888/4b3868c917f7a169d375b457cbe72888.eprime.essence,-1.0,-1.0,-1.0,,,
1532,models/parse_print/autogen-bilals-fixed/4a256fa8ed1c07ea2ef405dff5b700b9/4a256fa8ed1c07ea2ef405dff5b700b9.eprime-solution.essence,-1.0,0.7846437779953703,-1.0,,,
1533,models/parse_print/autogen-bilals-fixed/476b6f0c19f97c01c719897ca9420946/476b6f0c19f97c01c719897ca9420946.essence,-1.0,0.879366192035377,-1.0,,,
1534,models/parse_print/autogen-bilals-fixed/45f397b2827824d973913a780b447600/45f397b2827824d973913a780b447600.essence,-1.0,0.890437509980984,-1.0,,,
1535,models/parse_print/autogen-bilals-fixed/223d20931c36c3d4a55f5caf3e7564c6/223d20931c36c3d4a55f5caf3e7564c6.essence,-1.0,0.8757072719745338,-1.0,,,
1536,models/parse_print/autogen-bilals-fixed/4aba79f85e75b7880783738a0de5456f/4aba79f85e75b7880783738a0de5456f.eprime.essence,0.19342432299163193,-1.0,-1.0,,,
1537,models/parse_print/autogen-bilals-fixed/453d009a271e94e412374f1510693b71/453d009a271e94e412374f1510693b71.essence,-1.0,-1.0,-1.0,,,
1538,models/parse_print/autogen-bilals-fixed/48929a67dab909763280169f5d4632b9/48929a67dab909763280169f5d4632b9.eprime.essence,-1.0,0.9285898699890822,-1.0,,,
1539,models/parse_print/autogen-bilals-fixed/4b23607e697a7b33b7855bb9e6d8e164/4b23607e697a7b33b7855bb9e6d8e164.eprime.essence,0.3626342199277133,-1.0,-1.0,,,
1540,models/parse_print/autogen-bilals-fixed/49f9216e32129544a9ed08e08bff59a2/49f9216e32129544a9ed08e08bff59a2.eprime.essence,0.0777542149880901,0.7781440059188753,-1.0,,,
1541,models/parse_print/autogen-bilals-fixed/4b22c4a968c8f76789b1164fda122364/4b22c4a968c8f76789b1164fda122364.eprime-solution.essence,-1.0,0.7796603119932115,-1.0,,,
1542,models/parse_print/autogen-bilals-fixed/4b3aee17579d9410527145df9332fdb6/4b3aee17579d9410527145df9332fdb6.solution.essence,0.07396761199925095,0.7596153559861705,-1.0,,,
1543,models/parse_print/autogen-bilals-fixed/480a96cb2363505372a90a8e73812109/480a96cb2363505372a90a8e73812109.essence,-1.0,0.7922912311041728,-1.0,,,
1544,models/parse_print/autogen-bilals-fixed/4bbb005a1c711470b24b1ce32927347e/4bbb005a1c711470b24b1ce32927347e.essence,-1.0,0.8091660819482058,-1.0,,,
1545,models/parse_print/autogen-bilals-fixed/0c658c87b2dccdfb865141a6f5f6ff28/0c658c87b2dccdfb865141a6f5f6ff28.essence,-1.0,-1.0,-1.0,,,
1546,models/parse_print/autogen-bilals-fixed/4cef7ec664c5dca44df9e841fc36d16c/4cef7ec664c5dca44df9e841fc36d16c.eprime.essence,0.10009491897653788,-1.0,-1.0,,,
1547,models/parse_print/autogen-bilals-fixed/49c6df33edfc97e3f0f7b81aa6940880/49c6df33edfc97e3f0f7b81aa6940880.eprime.essence,6.956145965959877,0.9508144198916852,,,,
1548,models/parse_print/autogen-bilals-fixed/448ca65d24a3d7c8e7ddac7447a7aacf/448ca65d24a3d7c8e7ddac7447a7aacf.essence,-1.0,-1.0,-1.0,,,
1549,models/parse_print/autogen-bilals-fixed/4c42c6054e5582e78e2da66a04690fb4/4c42c6054e5582e78e2da66a04690fb4.eprime.essence,0.08768543193582445,0.8142659199656919,-1.0,,,
1550,models/parse_print/autogen-bilals-fixed/46b46a629f553e06a23cce0cb0ab3fc7/46b46a629f553e06a23cce0cb0ab3fc7.eprime.essence,-1.0,0.9566141250543296,-1.0,,,
1551,models/parse_print/autogen-bilals-fixed/4c2f1f690c7a08a46f98c9c20ae39638/4c2f1f690c7a08a46f98c9c20ae39638.essence,-1.0,0.7479243050329387,-1.0,,,
1552,models/parse_print/autogen-bilals-fixed/34fc4f9c32a9f14d7d086719d5902ee3/34fc4f9c32a9f14d7d086719d5902ee3.essence,-1.0,0.8870746789034456,-1.0,,,
1553,models/parse_print/autogen-bilals-fixed/4d092618251bbf48216dc1749454802c/4d092618251bbf48216dc1749454802c.eprime.essence,0.07972332800272852,0.7610389170004055,-1.0,,,
1554,models/parse_print/autogen-bilals-fixed/399b8bc4443e15daa66f9294ca5a959e/399b8bc4443e15daa66f9294ca5a959e.essence,-1.0,25.673855622997507,-1.0,,,
1555,models/parse_print/autogen-bilals-fixed/39fc0816e0aea89208c87fa4d39edf4d/39fc0816e0aea89208c87fa4d39edf4d.essence,-1.0,66.80622377700638,-1.0,,,
1556,models/parse_print/autogen-bilals-fixed/4ca14af7de2b5f1fd0489e76314fbafa/4ca14af7de2b5f1fd0489e76314fbafa.eprime-solution.essence,-1.0,0.7828454020200297,-1.0,,,
1557,models/parse_print/autogen-bilals-fixed/4eb62bd911a26eca2c663622b9db8469/4eb62bd911a26eca2c663622b9db8469.param.essence,-1.0,0.768640612019226,-1.0,,,
1558,models/parse_print/autogen-bilals-fixed/46e7df2eefd532655b09da4ed435de1e/46e7df2eefd532655b09da4ed435de1e.essence,-1.0,0.954311931040138,-1.0,,,
