models,oxide_main_minion,oxide_main_sat
models/custom/issues/486/model.essence,-2.0,-2.0
models/custom/issues/402/402.essence,-2.0,-2.0
models/custom/issues/438/1.essence,-2.0,-2.0
models/custom/issues/396/396.essence,-2.0,-2.0
models/custom/issues/358/358.essence,-2.0,-2.0
models/custom/issues/517/517.essence,-2.0,-2.0
models/custom/issues/298/298.essence,-2.0,-2.0
models/custom/issues/506/model.essence,-2.0,-2.0
models/custom/issues/485/model.essence,-2.0,-2.0
models/custom/issues/452/452.essence,-2.0,-2.0
models/custom/issues/502/502.essence,-2.0,-2.0
models/custom/issues/405/405.essence,-2.0,-2.0
models/custom/issues/470/470.essence,-2.0,-2.0
models/custom/issues/366/366.essence,-2.0,-2.0
models/custom/issues/551/551.essence,-2.0,-2.0
models/custom/issues/430/430.essence,-2.0,-2.0
models/custom/issues/448/448-3.essence,-2.0,-2.0
models/custom/issues/448/448-2.essence,-2.0,-2.0
models/custom/issues/448/448-1.essence,-2.0,-2.0
models/custom/issues/685/685.essence,-2.0,-2.0
models/custom/issues/578/e.essence,-2.0,-2.0
models/custom/issues/409/409.essence,-2.0,-2.0
models/custom/issues/482/model.essence,-2.0,-2.0
models/custom/issues/503/503.essence,-2.0,-2.0
models/custom/issues/419/419.essence,-2.0,-2.0
models/custom/issues/365/365.essence,-2.0,-2.0
models/custom/issues/553/553.essence,-2.0,-2.0
models/custom/issues/424/knapsack.essence,-2.0,-2.0
models/custom/issues/443/443.essence,-2.0,-2.0
models/custom/issues/443/443-bool-typed.essence,-2.0,-2.0
models/custom/issues/443/443-workaround.essence,-2.0,-2.0
models/custom/issues/443/443-bool.essence,-2.0,-2.0
models/custom/issues/457/457.essence,-2.0,-2.0
models/custom/issues/345/345.essence,-2.0,-2.0
models/custom/issues/346/givens_as_finds.essence,-2.0,-2.0
models/custom/issues/521/2.essence,-2.0,-2.0
models/custom/issues/521/3.essence,-2.0,-2.0
models/custom/issues/521/1.essence,-2.0,-2.0
models/custom/issues/459/459.essence,-2.0,-2.0
models/custom/issues/439/439.essence,-2.0,-2.0
models/custom/issues/659/659.essence,-2.0,-2.0
models/custom/issues/401/401-1.essence,-2.0,-2.0
models/custom/issues/401/401-2.essence,-2.0,-2.0
models/custom/issues/401/401-3.essence,-2.0,-2.0
models/custom/issues/390/390.essence,-2.0,-2.0
models/custom/issues/501/501.essence,-2.0,-2.0
models/custom/issues/453/test.essence,-2.0,-2.0
models/custom/issues/284/_issue_13.essence,-2.0,-2.0
models/custom/issues/371/371-2.essence,-2.0,-2.0
models/custom/issues/371/371-1.essence,-2.0,-2.0
models/custom/issues/471/471-ppp.essence,-2.0,-2.0
models/custom/issues/446/model.essence,-2.0,-2.0
models/custom/issues/479/model.essence,-2.0,-2.0
models/custom/issues/460/460.essence,-2.0,-2.0
models/custom/issues/489/489.essence,-2.0,-2.0
models/custom/issues/481/barman.essence,-2.0,-2.0
models/custom/issues/481/model.essence,-2.0,-2.0
models/custom/issues/400/400.essence,-2.0,-2.0
models/custom/issues/408/408.essence,-2.0,-2.0
models/custom/issues/548/1/548.essence,-2.0,-2.0
models/custom/issues/548/2/variant.essence,-2.0,-2.0
models/custom/issues/119/1/_old_issues_118_smaller.essence,-2.0,-2.0
models/custom/issues/119/2/_old_issues_118_smaller2.essence,-2.0,-2.0
models/custom/issues/387/int04/387.essence,-2.0,-2.0
models/custom/issues/387/int02/387.essence,-2.0,-2.0
models/custom/issues/387/int03/387.essence,-2.0,-2.0
models/custom/issues/387/int01/387.essence,-2.0,-2.0
models/custom/issues/465/6/ex.essence,-2.0,-2.0
models/custom/issues/465/7/ex.essence,-2.0,-2.0
models/custom/issues/465/1/ex.essence,-2.0,-2.0
models/custom/issues/465/8/ex.essence,-2.0,-2.0
models/custom/issues/465/9/ex.essence,-2.0,-2.0
models/custom/issues/465/4/ex.essence,-2.0,-2.0
models/custom/issues/465/3/ex.essence,-2.0,-2.0
models/custom/issues/465/5/ex.essence,-2.0,-2.0
models/custom/issues/465/2/ex.essence,-2.0,-2.0
models/custom/issues/388/1/388-1.essence,-2.0,-2.0
models/custom/issues/388/2/388-2.essence,-2.0,-2.0
models/custom/issues/549/1/549_1.essence,-2.0,-2.0
models/custom/issues/549/2/549_2.essence,-2.0,-2.0
models/custom/issues/370/03/370.essence,-2.0,-2.0
models/custom/issues/370/01/370.essence,-2.0,-2.0
models/custom/issues/370/02/370.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/tuple_2_bools/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/tuple_3_bools_and_ints/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/tuple_3_bool_boolmat_int/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/matrix_2_bools/matrix.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/tuple_of_tuples/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/tuple_3_bools_only/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/tuple_of_matrices_and_tuples/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/matrix_of_matrix/matrix.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_given/matrix_2_mixed/matrix.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/tuple_2_bools/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/tuple_3_bools_and_ints/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/tuple_3_bool_boolmat_int/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/matrix_2_bools/matrix.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/tuple_of_tuples/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/tuple_3_bools_only/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/tuple_of_matrices_and_tuples/tuple.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/matrix_of_matrix/matrix.essence,-2.0,-2.0
models/custom/flatten_lex/tree_core/find_v_find/matrix_2_mixed/matrix.essence,-2.0,-2.0
models/custom/logfollow/01/model2.essence,-2.0,-2.0
models/custom/logfollow/01/model.essence,-2.0,-2.0
models/custom/basic/concatenate/concatenate.essence,-2.0,-2.0
models/custom/basic/function_partial_int_02/function_partial_int_02.essence,-2.0,-2.0
models/custom/basic/function_partial_int_06/function_partial_int_06.essence,-2.0,-2.0
models/custom/basic/multiple-heuristic/test.essence,-2.0,-2.0
models/custom/basic/seqset/seqset.essence,-2.0,-2.0
models/custom/basic/restricted01/restricted01.essence,-2.0,-2.0
models/custom/basic/function_partial_int_01/function_partial_int_01.essence,-2.0,-2.0
models/custom/basic/function_partial_int_05/function_partial_int_05.essence,-2.0,-2.0
models/custom/basic/multiple-objectives/test.essence,-2.0,-2.0
models/custom/basic/parsing-enums-in-param/knapsack.essence,-2.0,-2.0
models/custom/basic/restricted03/restricted03.essence,-2.0,-2.0
models/custom/basic/multiple-branching-on/test.essence,-2.0,-2.0
models/custom/basic/restricted04/restricted04.essence,-2.0,-2.0
models/custom/basic/matrix-slicing/slice.essence,-2.0,-2.0
models/custom/basic/streamline01/streamline01.essence,-2.0,-2.0
models/custom/basic/function_partial_tuple_01/function_partial_tuple_01.essence,-2.0,-2.0
models/custom/basic/function_partial_int_03/function_partial_int_03.essence,-2.0,-2.0
models/custom/basic/function_inverse_01/function_inverse_01.essence,-2.0,-2.0
models/custom/basic/underscore/underscore.essence,-2.0,-2.0
models/custom/basic/set-of-tuples-of-unnamed/set-of-tuples.essence,-2.0,-2.0
models/custom/basic/set-size-fixed-of-tuples-of-enum/set-of-tuples.essence,-2.0,-2.0
models/custom/basic/sat-branching-on/sbo.essence,-2.0,-2.0
models/custom/basic/function-literal-suggestion/func.essence,-2.0,-2.0
models/custom/basic/enum_functions/enum_functions.essence,-2.0,-2.0
models/custom/basic/sequence-injective/sequence-injective.essence,-2.0,-2.0
models/custom/basic/restricted02/restricted02.essence,-2.0,-2.0
models/custom/basic/comprehension-cardinality/comp.essence,-2.0,-2.0
models/custom/basic/partition_together_apart/partition_together_apart.essence,-2.0,-2.0
models/custom/basic/enumerate_enum_domain/e.essence,-2.0,-2.0
models/custom/basic/set-of-tuples-of-int/set-of-tuples.essence,-2.0,-2.0
models/custom/basic/function_partial_int_04/function_partial_int_04.essence,-2.0,-2.0
models/custom/basic/parsing-imply/3_rightparens.essence,-2.0,-2.0
models/custom/basic/parsing-imply/2_leftparens.essence,-2.0,-2.0
models/custom/basic/parsing-imply/4_mixparens.essence,-2.0,-2.0
models/custom/basic/parsing-imply/1_noparens.essence,-2.0,-2.0
models/custom/basic/function_card_02/function_card_02.essence,-2.0,-2.0
models/custom/basic/function_card_01/function_card_01.essence,-2.0,-2.0
models/custom/basic/given-seq-seq/seqseq.essence,-2.0,-2.0
models/custom/basic/enum_duplicate_name/e.essence,-2.0,-2.0
models/custom/basic/function_imageSet01/function_imageSet01.essence,-2.0,-2.0
models/custom/basic/set-of-tuples-of-enum/set-of-tuples.essence,-2.0,-2.0
models/custom/basic/solutionsInOneFile/test.essence,-2.0,-2.0
models/custom/basic/modelling-cache/example.essence,-2.0,-2.0
models/custom/basic/function_partial_int_param/function_partial_int_param.essence,-2.0,-2.0
models/custom/streamlining/covering-array/CoveringArray.essence,-2.0,-2.0
models/custom/streamlining/int_01/test.essence,-2.0,-2.0
models/custom/streamlining/matrix_01/test.essence,-2.0,-2.0
models/custom/streamlining/mset_01/test.essence,-2.0,-2.0
models/custom/mildly_interesting/footballtennis_riddle/riddle2.essence,-2.0,-2.0
models/custom/mildly_interesting/footballtennis_riddle/riddle1.essence,-2.0,-2.0
models/custom/ide/dump-repr/t.essence,-2.0,-2.0
models/custom/ide/basic/category.essence,-2.0,-2.0
models/custom/ide/basic/type.essence,-2.0,-2.0
models/custom/ide/basic/wellformed.essence,-2.0,-2.0
models/custom/ide/basic/lexer.essence,-2.0,-2.0
models/custom/ide/basic/parser.essence,-2.0,-2.0
models/custom/ide/dump-decl/t.essence,-2.0,-2.0
models/custom/STARIS_2022/demo/first_test/first.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/inverse-type-error/inverse-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/allDiffExcept-type-error-02/allDiffExcept-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/hist-type-error/hist-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/freq-type-error/freq-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/max-type-error-02/max-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/flatten-type-error-02/flatten-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/factorial-type-error/factorial-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/product-type-error-02/product-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/or-type-error/or-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/succ-type-error/succ-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/pred-type-error/pred-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/restrict-type-error/restrict-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/product-type-error-01/product-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/party-type-error-03/party-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/max-type-error-01/max-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/in-type-error-02/in-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/participants-type-error/participants-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/allDiff-type-error/allDiff-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/negate-type-error/negate-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/flatten-type-error-01/flatten-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/powerSet-type-error/powerSet-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/party-type-error-01/party-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/parts-type-error/parts-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/min-type-error-01/min-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/sum-type-error-01/sum-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/toInt-type-error/toInt-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/defined-type-error/defined-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/substring-type-error/substring-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/apart-type-error/apart-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/range-type-error/range-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/not-type-error/not-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/toMSet-type-error/toMSet-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/subsequence-type-error/subsequence-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/allDiffExcept-type-error-01/allDiffExcept-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/toSet-type-error/toSet-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/sum-type-error-02/sum-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/min-type-error-02/min-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/in-type-error-01/in-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/party-type-error-02/party-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/xor-type-error/xor-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/operation-type-errors/and-type-error/and-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/such-that/such-that.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/parameter-simple/simple.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/pretty/pretty.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/greatest-common-factor/gcf.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set-with-attributes/set.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/decision-where-error/decision-where.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/record-type-error/record.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/maximising/max.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/enum-spaces-error/enum-spaces.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/multiple-objective-error/multiple-objective.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set-comprehension/set.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/factor/factor.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/bool-xor/xor.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set01/set.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/modulus/mod01.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/letting-arithmetic/letting.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/record-simple/record.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/simple-assignment/simple.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/enum-directions/directions.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/parameter-error/parameter-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/enum-operators/pred-basic/pred-basic.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/enum-operators/succ-basic/succ-basic.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/tuples/tuple-basic/tuple.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/tuples/tuple-index/tuple.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/tuples/tuple-addition-error/addition.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/tuples/tuple-bounds-error/bound.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/type-conversion-operators/toInt-basic/toInt.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/type-conversion-operators/toSet-basic/toSet.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/type-conversion-operators/toMSet/toMSet.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/type-conversion-operators/toSet-sum/toSet-sum.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/type-conversion-operators/toInt-error/toInt-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set-operators/in-type-error-03/in.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set-operators/in-type-error-02/in.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set-operators/in-type-error-01/in-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/set-operators/basic-set/basic-set.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/multiset-operators/hist-type-error/hist-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/multiset-operators/multiset-basic/multiset-basic.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/multiset-operators/max/max.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/multiset-operators/hist-basic/hist.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/multiset-operators/min/min.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/list-operations/sum-matrix/sum-matrix.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/list-operations/exists/exists.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/list-operations/forAll/forAll.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/list-operations/sum-basic/sum.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/arithmetic-operators/product-type-error/product.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/matrix-forAll/matrix-forAll.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/alldifferent_except/alldifferent_except.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/allDiff-basic/allDiff.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/allDiff-type-error/allDiff-type-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/matrix-flatten/matrix-flatten.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/matrix-index-error/matrix-index-error.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/matrix-basic/matrix-basic.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/matrix-bool/matrix-bool.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/matrices/flatten/flatten.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-01/apart.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-02/union.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-03/union-nosolution.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-operator-errors/set-parts-together/set-parts-together.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-operator-errors/set-party/set-party.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-operator-errors/set-apart/set-apart.essence,-2.0,-2.0
models/custom/STARIS_2022/basic/partitions/partition-operator-errors/set-participant/set-participant.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/min-symmetry-detection/min-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/union-symmetry-detection/union-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/succ-symmetry-detection/succ-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/participants-symmetry-detection/participants-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/toSet-symmetry-detection/toSet-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/pow-symmetry-detection/pow-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/pred-symmetry-detection/pred-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/sum-symmetry-detection/sum-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/max-symmetry-detection/max-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/xor-symmetry-detection/xor-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/hist-symmetry-detection/hist-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/substring-symmetry-detection/substring-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/neq-symmetry-detection/neq-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/negate-symmetry-detection/negate-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/supsetEq-symmetry-detection/supsetEq-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/powerSet-symmetry-detection/powerSet-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/toRelation-symmetry-detection/toRelation-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/in-symmetry-detection/in-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/lt-symmetry-detection/lt-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/parts-symmetry-detection/parts-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/toMSet-symmetry-detection/toMSet-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/toInt-symmetry-detection/toInt-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/product-symmetry-detection/product-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/subsetEq-symmetry-detection/subsetEq-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/apart-symmetry-detection/apart-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/geq-symmetry-detection/geq-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/eq-symmetry-detection/eq-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/defined-symmetry-detection/defined-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/party-symmetry-detection/party-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/allDiffExcept-symmetry-detection/allDiffExcept-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/subsequence-symmetry-detection/subsequence-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/minus-symmetry-detection/minus-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/supset-symmetry-detection/supset-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/allDiff-symmetry-detection/allDiff-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/mod-symmetry-detection/mod-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/not-symmetry-detection/not-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/and-symmetry-detection/and-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/restrict-symmetry-detection/restrict-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/gt-symmetry-detection/gt-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/inverse-symmetry-detection/inverse-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/intersect-symmetry-detection/intersect-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/or-symmetry-detection/or-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/freq-symmetry-detection/freq-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/subset-symmetry-detection/subset-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/factorial-symmetry-detection/factorial-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/together-symmetry-detection/together-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/div-symmetry-detection/div-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/range-symmetry-detection/range-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/flatten-symmetry-detection/flatten-symmetry-detection.essence,-2.0,-2.0
models/custom/STARIS_2022/symmetry-detection/leq-symmetry-detection/leq-symmetry-detection.essence,-2.0,-2.0
models/custom/paramgen/record01/problem.essence,-2.0,-2.0
models/custom/paramgen/mset01/problem.essence,-2.0,-2.0
models/custom/paramgen/int01/problem.essence,-2.0,-2.0
models/custom/paramgen/relation01/problem.essence,-2.0,-2.0
models/custom/paramgen/set01/problem.essence,-2.0,-2.0
models/custom/paramgen/function01/problem.essence,-2.0,-2.0
models/custom/transform/function/sequence/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/sequence/var_01/function.essence,-2.0,-2.0
models/custom/transform/function/matrix/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/matrix/var_01/function.essence,-2.0,-2.0
models/custom/transform/function/tuple/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/tuple/var_01/function.essence,-2.0,-2.0
models/custom/transform/function/partition/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/partition/var_01/function.essence,-2.0,-2.0
models/custom/transform/function/record/var_02/function.essence,-2.0,-2.0
models/custom/transform/function/record/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/record/var_01/function.essence,-2.0,-2.0
models/custom/transform/function/variant/var_03/function.essence,-2.0,-2.0
models/custom/transform/function/variant/var_02/function.essence,-2.0,-2.0
models/custom/transform/function/variant/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/variant/var_01/function.essence,-2.0,-2.0
models/custom/transform/function/variant/var_04/function.essence,-2.0,-2.0
models/custom/transform/function/set/var_02/function.essence,-2.0,-2.0
models/custom/transform/function/set/const_01/function.essence,-2.0,-2.0
models/custom/transform/function/set/var_01/function.essence,-2.0,-2.0
models/custom/graphs/shortest_path/03/graph_connected.essence,-2.0,-2.0
models/custom/graphs/shortest_path/01/graph_connected.essence,-2.0,-2.0
models/custom/graphs/shortest_path/02/graph_connected.essence,-2.0,-2.0
models/custom/graphs/shortest_path/04/graph_connected.essence,-2.0,-2.0
models/custom/autoig/generator-to-irace/warns/warns.essence,-2.0,-2.0
models/custom/autoig/generator-to-irace/works/works.essence,-2.0,-2.0
models/custom/boost/domain/nested1-mset/relation-minSize-maxSize/2.output.essence,-2.0,-2.0
models/custom/boost/domain/nested1-mset/relation-minSize-maxSize/2.essence,-2.0,-2.0
models/custom/boost/domain/nested1-mset/relation-minSize-maxSize/1.output.essence,-2.0,-2.0
models/custom/boost/domain/nested1-mset/relation-minSize-maxSize/1.essence,-2.0,-2.0
models/custom/boost/domain/nested1-mset/mset-minSize-maxSize/2.output.essence,-2.0,-2.0
